5.7,-0.466,-0.462,-0.456,-0.446,-0.425,-0.381,-0.28,-0.063,0.312,0.795,1.286,1.716,2.069,2.348,2.557,2.731,2.899,3.074,3.269
5.75,-0.466,-0.463,-0.457,-0.447,-0.431,-0.395,-0.318,-0.145,0.194,0.683,1.203,1.657,2.019,2.295,2.502,2.677,2.842,3.012,3.206
5.8,-0.466,-0.463,-0.458,-0.448,-0.432,-0.401,-0.335,-0.191,0.098,0.563,1.102,1.583,1.96,2.24,2.452,2.628,2.792,2.958,3.148
5.85,-0.466,-0.463,-0.458,-0.449,-0.433,-0.402,-0.343,-0.216,0.041,0.469,1.002,1.502,1.895,2.184,2.403,2.583,2.747,2.918,3.113
5.9,-0.466,-0.463,-0.459,-0.451,-0.435,-0.406,-0.347,-0.231,0,0.391,0.905,1.417,1.827,2.127,2.355,2.541,2.709,2.877,3.07
5.95,-0.465,-0.462,-0.457,-0.449,-0.434,-0.405,-0.35,-0.239,-0.022,0.344,0.832,1.34,1.762,2.074,2.312,2.505,2.673,2.831,3.017
6,-0.463,-0.459,-0.454,-0.445,-0.43,-0.403,-0.349,-0.241,-0.03,0.323,0.795,1.291,1.713,2.032,2.277,2.475,2.637,2.788,2.975
6.1,-0.464,-0.457,-0.447,-0.435,-0.417,-0.39,-0.341,-0.239,-0.039,0.287,0.716,1.19,1.617,1.957,2.219,2.415,2.564,2.709,2.883
6.2,-0.47,-0.466,-0.458,-0.442,-0.415,-0.375,-0.318,-0.22,-0.039,0.254,0.654,1.11,1.54,1.887,2.144,2.322,2.441,2.574,2.759
6.3,-0.472,-0.471,-0.468,-0.461,-0.443,-0.402,-0.325,-0.202,-0.017,0.256,0.629,1.063,1.472,1.796,2.023,2.167,2.28,2.422,2.618
6.4,-0.473,-0.472,-0.47,-0.468,-0.46,-0.439,-0.384,-0.255,-0.031,0.27,0.63,1.024,1.377,1.647,1.839,1.969,2.09,2.255,2.471
6.5,-0.474,-0.473,-0.472,-0.47,-0.466,-0.454,-0.421,-0.33,-0.126,0.202,0.583,0.939,1.229,1.448,1.617,1.754,1.899,2.088,2.308
6.6,-0.474,-0.474,-0.473,-0.472,-0.47,-0.462,-0.439,-0.376,-0.223,0.062,0.432,0.771,1.029,1.225,1.388,1.539,1.713,1.927,2.163
6.7,-0.476,-0.475,-0.475,-0.475,-0.473,-0.467,-0.451,-0.406,-0.294,-0.072,0.246,0.559,0.805,0.998,1.164,1.333,1.534,1.766,2.014
6.8,-0.477,-0.477,-0.477,-0.476,-0.475,-0.471,-0.46,-0.429,-0.349,-0.181,0.074,0.346,0.58,0.777,0.956,1.148,1.378,1.627,1.848
6.9,-0.478,-0.478,-0.478,-0.477,-0.476,-0.474,-0.466,-0.444,-0.388,-0.265,-0.067,0.168,0.388,0.586,0.786,0.996,1.238,1.49,1.7
7,-0.48,-0.48,-0.48,-0.479,-0.478,-0.474,-0.466,-0.449,-0.408,-0.318,-0.169,0.023,0.231,0.446,0.657,0.877,1.12,1.354,1.563
7.1,-0.483,-0.483,-0.483,-0.482,-0.481,-0.477,-0.468,-0.448,-0.408,-0.334,-0.215,-0.052,0.143,0.348,0.549,0.758,0.996,1.223,1.385
7.2,-0.486,-0.486,-0.486,-0.485,-0.485,-0.482,-0.475,-0.455,-0.412,-0.337,-0.228,-0.084,0.085,0.259,0.432,0.637,0.862,1.084,0
7.3,-0.49,-0.49,-0.49,-0.49,-0.489,-0.488,-0.483,-0.469,-0.432,-0.36,-0.252,-0.12,0.017,0.152,0.306,0.506,0.744,0,0
7.4,-0.495,-0.495,-0.495,-0.495,-0.494,-0.494,-0.491,-0.482,-0.456,-0.4,-0.305,-0.189,-0.077,0.036,0.187,0.389,0.621,0,0
7.5,-0.501,-0.501,-0.501,-0.501,-0.501,-0.5,-0.498,-0.492,-0.476,-0.438,-0.366,-0.273,-0.177,-0.071,0.076,0.284,0,0,0
7.6,-0.508,-0.508,-0.508,-0.508,-0.509,-0.508,-0.507,-0.503,-0.493,-0.467,-0.416,-0.345,-0.263,-0.163,-0.02,0.177,0,0,0
7.7,-0.518,-0.518,-0.518,-0.518,-0.518,-0.518,-0.517,-0.515,-0.508,-0.489,-0.454,-0.402,-0.335,-0.242,-0.11,0.068,0,0,0
7.8,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.529,-0.528,-0.523,-0.51,-0.484,-0.445,-0.392,-0.314,-0.198,-0.051,0,0,0
7.9,-0.544,-0.544,-0.544,-0.544,-0.545,-0.545,-0.544,-0.544,-0.54,-0.53,-0.512,-0.484,-0.446,-0.385,-0.286,0,0,0,0
8,-0.56,-0.56,-0.56,-0.56,-0.561,-0.561,-0.561,-0.56,-0.556,-0.55,-0.537,-0.52,-0.496,-0.453,-0.376,0,0,0,0
8.1,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.581,-0.58,-0.577,-0.573,-0.566,-0.558,-0.549,-0.524,-0.476,0,0,0,0
8.3,-0.633,-0.633,-0.633,-0.633,-0.634,-0.634,-0.634,-0.633,-0.633,-0.632,-0.635,-0.648,-0.667,-0.681,-0.7,0,0,0,0
8.5,-0.704,-0.704,-0.704,-0.704,-0.704,-0.704,-0.704,-0.704,-0.705,-0.709,-0.722,-0.755,-0.789,-0.904,-1.263,0,0,0,0
8.7,-0.582,-0.753,-0.785,-0.789,-0.789,-0.789,-0.789,-0.789,-0.792,-0.8,-0.825,-0.878,-0.955,-1.041,0,0,0,0,0
